"Author","Year","Accession","Replicate","Quantitation","Species","File"
"Aryal",2014,"MSV000082122","Bio1","Spectral counts","Arabidopsis thaliana","Bio1_F43.RAW"
"Aryal",2014,"MSV000082122","Bio1","Spectral counts","Arabidopsis thaliana","Bio1_F44.RAW"
"Aryal",2014,"MSV000082122","Bio1","Spectral counts","Arabidopsis thaliana","Bio1_F45.RAW"
"Aryal",2014,"MSV000082122","Bio1","Spectral counts","Arabidopsis thaliana","Bio1_F46.RAW"
"Aryal",2014,"MSV000082122","Bio1","Spectral counts","Arabidopsis thaliana","Bio1_F47.RAW"
"Aryal",2014,"MSV000082122","Bio1","Spectral counts","Arabidopsis thaliana","Bio1_F48.RAW"
"Aryal",2014,"MSV000082122","Bio1","Spectral counts","Arabidopsis thaliana","Bio1_F49.RAW"
"Aryal",2014,"MSV000082122","Bio1","Spectral counts","Arabidopsis thaliana","Bio1_F50.RAW"
"Aryal",2014,"MSV000082122","Bio1","Spectral counts","Arabidopsis thaliana","Bio1_F51.RAW"
"Aryal",2014,"MSV000082122","Bio1","Spectral counts","Arabidopsis thaliana","Bio1_F52.RAW"
"Aryal",2014,"MSV000082122","Bio1","Spectral counts","Arabidopsis thaliana","Bio1_F55.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F16.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F17.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F18.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F19.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F20.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F21.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F22.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F23.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F24.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F25.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F27.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F28.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F29.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F30.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F31.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F32.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F33.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F34.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F35.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F36.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F37.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F38.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F39.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F40.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F41.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F42.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F43.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F44.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F45.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F46.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F47.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F48.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F49.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F50.RAW"
"Aryal",2014,"MSV000082122","Bio2","Spectral counts","Arabidopsis thaliana","Bio2_F51.RAW"
"Aryal",2017,"MSV000081206","Bio1","Intensity","Arabidopsis thaliana","20130906_Uma_SEC1-1_F1.wiff"
"Aryal",2017,"MSV000081206","Bio1","Intensity","Arabidopsis thaliana","20130906_Uma_SEC1-1_F10.wiff"
"Aryal",2017,"MSV000081206","Bio1","Intensity","Arabidopsis thaliana","20130906_Uma_SEC1-1_F13.wiff"
"Aryal",2017,"MSV000081206","Bio1","Intensity","Arabidopsis thaliana","20130906_Uma_SEC1-1_F14.wiff"
"Aryal",2017,"MSV000081206","Bio1","Intensity","Arabidopsis thaliana","20130906_Uma_SEC1-1_F15.wiff"
"Aryal",2017,"MSV000081206","Bio1","Intensity","Arabidopsis thaliana","20130906_Uma_SEC1-1_F16.wiff"
"Aryal",2017,"MSV000081206","Bio1","Intensity","Arabidopsis thaliana","20130906_Uma_SEC1-1_F17.wiff"
"Aryal",2017,"MSV000081206","Bio1","Intensity","Arabidopsis thaliana","20130906_Uma_SEC1-1_F18.wiff"
"Aryal",2017,"MSV000081206","Bio1","Intensity","Arabidopsis thaliana","20130906_Uma_SEC1-1_F19.wiff"
"Aryal",2017,"MSV000081206","Bio1","Intensity","Arabidopsis thaliana","20130906_Uma_SEC1-1_F2.wiff"
"Aryal",2017,"MSV000081206","Bio1","Intensity","Arabidopsis thaliana","20130906_Uma_SEC1-1_F20.wiff"
"Aryal",2017,"MSV000081206","Bio1","Intensity","Arabidopsis thaliana","20130906_Uma_SEC1-1_F23.wiff"
"Aryal",2017,"MSV000081206","Bio1","Intensity","Arabidopsis thaliana","20130906_Uma_SEC1-1_F3.wiff"
"Aryal",2017,"MSV000081206","Bio1","Intensity","Arabidopsis thaliana","20130906_Uma_SEC1-1_F4.wiff"
"Aryal",2017,"MSV000081206","Bio1","Intensity","Arabidopsis thaliana","20130906_Uma_SEC1-1_F5.wiff"
"Aryal",2017,"MSV000081206","Bio1","Intensity","Arabidopsis thaliana","20130906_Uma_SEC1-1_F6.wiff"
"Aryal",2017,"MSV000081206","Bio1","Intensity","Arabidopsis thaliana","20130906_Uma_SEC1-1_F7.wiff"
"Aryal",2017,"MSV000081206","Bio1","Intensity","Arabidopsis thaliana","20130906_Uma_SEC1-1_F8.wiff"
"Aryal",2017,"MSV000081206","Bio1","Intensity","Arabidopsis thaliana","20130906_Uma_SEC1-1_F9.wiff"
"Aryal",2017,"MSV000081206","Bio2","Intensity","Arabidopsis thaliana","20130927_Uma_sec2-2_F1.wiff"
"Aryal",2017,"MSV000081206","Bio2","Intensity","Arabidopsis thaliana","20130927_Uma_sec2-2_F10.wiff"
"Aryal",2017,"MSV000081206","Bio2","Intensity","Arabidopsis thaliana","20130927_Uma_sec2-2_F11.wiff"
"Aryal",2017,"MSV000081206","Bio2","Intensity","Arabidopsis thaliana","20130927_Uma_sec2-2_F12.wiff"
"Aryal",2017,"MSV000081206","Bio2","Intensity","Arabidopsis thaliana","20130927_Uma_sec2-2_F13.wiff"
"Aryal",2017,"MSV000081206","Bio2","Intensity","Arabidopsis thaliana","20130927_Uma_sec2-2_F14.wiff"
"Aryal",2017,"MSV000081206","Bio2","Intensity","Arabidopsis thaliana","20130927_Uma_sec2-2_F15.wiff"
"Aryal",2017,"MSV000081206","Bio2","Intensity","Arabidopsis thaliana","20130927_Uma_sec2-2_F16.wiff"
"Aryal",2017,"MSV000081206","Bio2","Intensity","Arabidopsis thaliana","20130927_Uma_sec2-2_F17.wiff"
"Aryal",2017,"MSV000081206","Bio2","Intensity","Arabidopsis thaliana","20130927_Uma_sec2-2_F18.wiff"
"Aryal",2017,"MSV000081206","Bio2","Intensity","Arabidopsis thaliana","20130927_Uma_sec2-2_F19.wiff"
"Aryal",2017,"MSV000081206","Bio2","Intensity","Arabidopsis thaliana","20130927_Uma_sec2-2_F2.wiff"
"Aryal",2017,"MSV000081206","Bio2","Intensity","Arabidopsis thaliana","20130927_Uma_sec2-2_F20.wiff"
"Aryal",2017,"MSV000081206","Bio2","Intensity","Arabidopsis thaliana","20130927_Uma_sec2-2_F21.wiff"
"Aryal",2017,"MSV000081206","Bio2","Intensity","Arabidopsis thaliana","20130927_Uma_sec2-2_F22.wiff"
"Aryal",2017,"MSV000081206","Bio2","Intensity","Arabidopsis thaliana","20130927_Uma_sec2-2_F23.wiff"
"Aryal",2017,"MSV000081206","Bio2","Intensity","Arabidopsis thaliana","20130927_Uma_sec2-2_F3.wiff"
"Aryal",2017,"MSV000081206","Bio2","Intensity","Arabidopsis thaliana","20130927_Uma_sec2-2_F4.wiff"
"Aryal",2017,"MSV000081206","Bio2","Intensity","Arabidopsis thaliana","20130927_Uma_sec2-2_F5.wiff"
"Aryal",2017,"MSV000081206","Bio2","Intensity","Arabidopsis thaliana","20130927_Uma_sec2-2_F6.wiff"
"Aryal",2017,"MSV000081206","Bio2","Intensity","Arabidopsis thaliana","20130927_Uma_sec2-2_F7.wiff"
"Aryal",2017,"MSV000081206","Bio2","Intensity","Arabidopsis thaliana","20130927_Uma_sec2-2_F8.wiff"
"Aryal",2017,"MSV000081206","Bio2","Intensity","Arabidopsis thaliana","20130927_Uma_sec2-2_F9.wiff"
"Aryal",2018,"MSV000082916","B1","LFQ","Cyanothece ATCC 51142","B1_F15.raw"
"Aryal",2018,"MSV000082916","B1","LFQ","Cyanothece ATCC 51142","B1_F16.raw"
"Aryal",2018,"MSV000082916","B1","LFQ","Cyanothece ATCC 51142","B1_F17.raw"
"Aryal",2018,"MSV000082916","B1","LFQ","Cyanothece ATCC 51142","B1_F18.raw"
"Aryal",2018,"MSV000082916","B1","LFQ","Cyanothece ATCC 51142","B1_F19.raw"
"Aryal",2018,"MSV000082916","B1","LFQ","Cyanothece ATCC 51142","B1_F20.raw"
"Aryal",2018,"MSV000082916","B1","LFQ","Cyanothece ATCC 51142","B1_F21.raw"
"Aryal",2018,"MSV000082916","B1","LFQ","Cyanothece ATCC 51142","B1_F22.raw"
"Aryal",2018,"MSV000082916","B1","LFQ","Cyanothece ATCC 51142","B1_F23.raw"
"Aryal",2018,"MSV000082916","B1","LFQ","Cyanothece ATCC 51142","B1_F24.raw"
"Aryal",2018,"MSV000082916","B1","LFQ","Cyanothece ATCC 51142","B1_F25.raw"
"Aryal",2018,"MSV000082916","B1","LFQ","Cyanothece ATCC 51142","B1_F26.raw"
"Aryal",2018,"MSV000082916","B1","LFQ","Cyanothece ATCC 51142","B1_F27.raw"
"Aryal",2018,"MSV000082916","B1","LFQ","Cyanothece ATCC 51142","B1_F28.raw"
"Aryal",2018,"MSV000082916","B1","LFQ","Cyanothece ATCC 51142","B1_F29.raw"
"Aryal",2018,"MSV000082916","B1","LFQ","Cyanothece ATCC 51142","B1_F30.raw"
"Aryal",2018,"MSV000082916","B1","LFQ","Cyanothece ATCC 51142","B1_F31.raw"
"Aryal",2018,"MSV000082916","B1","LFQ","Cyanothece ATCC 51142","B1_F32.raw"
"Aryal",2018,"MSV000082916","B1","LFQ","Cyanothece ATCC 51142","B1_F33.raw"
"Aryal",2018,"MSV000082916","B1","LFQ","Cyanothece ATCC 51142","B1_F34.raw"
"Aryal",2018,"MSV000082916","B2","LFQ","Cyanothece ATCC 51142","B2_F15.raw"
"Aryal",2018,"MSV000082916","B2","LFQ","Cyanothece ATCC 51142","B2_F16.raw"
"Aryal",2018,"MSV000082916","B2","LFQ","Cyanothece ATCC 51142","B2_F17.raw"
"Aryal",2018,"MSV000082916","B2","LFQ","Cyanothece ATCC 51142","B2_F18.raw"
"Aryal",2018,"MSV000082916","B2","LFQ","Cyanothece ATCC 51142","B2_F19.raw"
"Aryal",2018,"MSV000082916","B2","LFQ","Cyanothece ATCC 51142","B2_F20.raw"
"Aryal",2018,"MSV000082916","B2","LFQ","Cyanothece ATCC 51142","B2_F21.raw"
"Aryal",2018,"MSV000082916","B2","LFQ","Cyanothece ATCC 51142","B2_F22.raw"
"Aryal",2018,"MSV000082916","B2","LFQ","Cyanothece ATCC 51142","B2_F23.raw"
"Aryal",2018,"MSV000082916","B2","LFQ","Cyanothece ATCC 51142","B2_F24.raw"
"Aryal",2018,"MSV000082916","B2","LFQ","Cyanothece ATCC 51142","B2_F25.raw"
"Aryal",2018,"MSV000082916","B2","LFQ","Cyanothece ATCC 51142","B2_F26.raw"
"Aryal",2018,"MSV000082916","B2","LFQ","Cyanothece ATCC 51142","B2_F27.raw"
"Aryal",2018,"MSV000082916","B2","LFQ","Cyanothece ATCC 51142","B2_F28.raw"
"Aryal",2018,"MSV000082916","B2","LFQ","Cyanothece ATCC 51142","B2_F29.raw"
"Aryal",2018,"MSV000082916","B2","LFQ","Cyanothece ATCC 51142","B2_F30.raw"
"Aryal",2018,"MSV000082916","B2","LFQ","Cyanothece ATCC 51142","B2_F31.raw"
"Aryal",2018,"MSV000082916","B2","LFQ","Cyanothece ATCC 51142","B2_F32.raw"
"Aryal",2018,"MSV000082916","B2","LFQ","Cyanothece ATCC 51142","B2_F33.raw"
"Aryal",2018,"MSV000082916","B2","LFQ","Cyanothece ATCC 51142","B2_F34.raw"
"Connelly",2018,"MSV000081520","Bio1","Intensity","Homo sapiens","Bio1_2F5_A.raw"
"Connelly",2018,"MSV000081520","Bio1","Intensity","Homo sapiens","Bio1_F15_A.raw"
"Connelly",2018,"MSV000081520","Bio1","Intensity","Homo sapiens","Bio1_F16_A.raw"
"Connelly",2018,"MSV000081520","Bio1","Intensity","Homo sapiens","Bio1_F17_A.raw"
"Connelly",2018,"MSV000081520","Bio1","Intensity","Homo sapiens","Bio1_F18_A.raw"
"Connelly",2018,"MSV000081520","Bio1","Intensity","Homo sapiens","Bio1_F19_A.raw"
"Connelly",2018,"MSV000081520","Bio1","Intensity","Homo sapiens","Bio1_F20_A.raw"
"Connelly",2018,"MSV000081520","Bio1","Intensity","Homo sapiens","Bio1_F21_A.raw"
"Connelly",2018,"MSV000081520","Bio1","Intensity","Homo sapiens","Bio1_F22_A.raw"
"Connelly",2018,"MSV000081520","Bio1","Intensity","Homo sapiens","Bio1_F23_A.raw"
"Connelly",2018,"MSV000081520","Bio1","Intensity","Homo sapiens","Bio1_F24_A.raw"
"Connelly",2018,"MSV000081520","Bio1","Intensity","Homo sapiens","Bio1_F26_A.raw"
"Connelly",2018,"MSV000081520","Bio1","Intensity","Homo sapiens","Bio1_F27_A.raw"
"Connelly",2018,"MSV000081520","Bio1","Intensity","Homo sapiens","Bio1_F28_A.raw"
"Connelly",2018,"MSV000081520","Bio1","Intensity","Homo sapiens","Bio1_F29_A.raw"
"Connelly",2018,"MSV000081520","Bio1","Intensity","Homo sapiens","Bio1_F30_A.raw"
"Connelly",2018,"MSV000081520","Bio1","Intensity","Homo sapiens","Bio1_F31_A.raw"
"Connelly",2018,"MSV000081520","Bio1","Intensity","Homo sapiens","Bio1_F32_A.raw"
"Connelly",2018,"MSV000081520","Bio1","Intensity","Homo sapiens","Bio1_F33_A.raw"
"Connelly",2018,"MSV000081520","Bio1","Intensity","Homo sapiens","Bio1_F34_A.raw"
"Connelly",2018,"MSV000081520","Bio2","Intensity","Homo sapiens","Bio2_F15_A.raw"
"Connelly",2018,"MSV000081520","Bio2","Intensity","Homo sapiens","Bio2_F16_A.raw"
"Connelly",2018,"MSV000081520","Bio2","Intensity","Homo sapiens","Bio2_F17_A.raw"
"Connelly",2018,"MSV000081520","Bio2","Intensity","Homo sapiens","Bio2_F18_A.raw"
"Connelly",2018,"MSV000081520","Bio2","Intensity","Homo sapiens","Bio2_F19_A.raw"
"Connelly",2018,"MSV000081520","Bio2","Intensity","Homo sapiens","Bio2_F20_A.raw"
"Connelly",2018,"MSV000081520","Bio2","Intensity","Homo sapiens","Bio2_F21_A.raw"
"Connelly",2018,"MSV000081520","Bio2","Intensity","Homo sapiens","Bio2_F22_A.raw"
"Connelly",2018,"MSV000081520","Bio2","Intensity","Homo sapiens","Bio2_F23_A.raw"
"Connelly",2018,"MSV000081520","Bio2","Intensity","Homo sapiens","Bio2_F24_A.raw"
"Connelly",2018,"MSV000081520","Bio2","Intensity","Homo sapiens","Bio2_F25_A.raw"
"Connelly",2018,"MSV000081520","Bio2","Intensity","Homo sapiens","Bio2_F26_A.raw"
"Connelly",2018,"MSV000081520","Bio2","Intensity","Homo sapiens","Bio2_F27_A.raw"
"Connelly",2018,"MSV000081520","Bio2","Intensity","Homo sapiens","Bio2_F28_A.raw"
"Connelly",2018,"MSV000081520","Bio2","Intensity","Homo sapiens","Bio2_F29_A.raw"
"Connelly",2018,"MSV000081520","Bio2","Intensity","Homo sapiens","Bio2_F30_A.raw"
"Connelly",2018,"MSV000081520","Bio2","Intensity","Homo sapiens","Bio2_F31_A.raw"
"Connelly",2018,"MSV000081520","Bio2","Intensity","Homo sapiens","Bio2_F32_A.raw"
"Connelly",2018,"MSV000081520","Bio2","Intensity","Homo sapiens","Bio2_F33_A.raw"
"Connelly",2018,"MSV000081520","Bio2","Intensity","Homo sapiens","Bio2_F34_A.raw"
"Connelly",2018,"MSV000081520","Bio2","Intensity","Homo sapiens","Bio2_F35_A.raw"
"Crozier",2017,"PXD005968","SEC1000_E3020","LFQ","Trypanosoma brucei","PT4651-1.raw"
"Crozier",2017,"PXD005968","SEC1000_E3020","LFQ","Trypanosoma brucei","PT4651-10.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-100.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-101.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-102.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-103.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-104.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-105.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-106.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-107.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-108.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-109.raw"
"Crozier",2017,"PXD005968","SEC1000_E3020","LFQ","Trypanosoma brucei","PT4651-11.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-110.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-111.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-112.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-113.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-114.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-115.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-116.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-117.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-118.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-119.raw"
"Crozier",2017,"PXD005968","SEC1000_E3020","LFQ","Trypanosoma brucei","PT4651-12.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-120.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-121.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-122.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-123.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-124.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-125.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-126.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-127.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-128.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-129.raw"
"Crozier",2017,"PXD005968","SEC1000_E3020","LFQ","Trypanosoma brucei","PT4651-13.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-130.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-131.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-132.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-133.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-134.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-135.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-136.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-137.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-138.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-139.raw"
"Crozier",2017,"PXD005968","SEC1000_E3020","LFQ","Trypanosoma brucei","PT4651-14.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-140.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-141.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-142.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-143.raw"
"Crozier",2017,"PXD005968","SEC1000_E3024","LFQ","Trypanosoma brucei","PT4651-144.raw"
"Crozier",2017,"PXD005968","SEC1000_E3026","LFQ","Trypanosoma brucei","PT4651-145.raw"
"Crozier",2017,"PXD005968","SEC1000_E3026","LFQ","Trypanosoma brucei","PT4651-146.raw"
"Crozier",2017,"PXD005968","SEC1000_E3026","LFQ","Trypanosoma brucei","PT4651-147.raw"
"Crozier",2017,"PXD005968","SEC1000_E3026","LFQ","Trypanosoma brucei","PT4651-148.raw"
"Crozier",2017,"PXD005968","SEC1000_E3026","LFQ","Trypanosoma brucei","PT4651-149.raw"
"Crozier",2017,"PXD005968","SEC1000_E3020","LFQ","Trypanosoma brucei","PT4651-15.raw"
"Crozier",2017,"PXD005968","SEC1000_E3026","LFQ","Trypanosoma brucei","PT4651-150.raw"
"Crozier",2017,"PXD005968","SEC1000_E3026","LFQ","Trypanosoma brucei","PT4651-151.raw"
"Crozier",2017,"PXD005968","SEC1000_E3026","LFQ","Trypanosoma brucei","PT4651-152.raw"
"Crozier",2017,"PXD005968","SEC1000_E3026","LFQ","Trypanosoma brucei","PT4651-153.raw"
"Crozier",2017,"PXD005968","SEC1000_E3026","LFQ","Trypanosoma brucei","PT4651-154.raw"
"Crozier",2017,"PXD005968","SEC1000_E3026","LFQ","Trypanosoma brucei","PT4651-155.raw"
"Crozier",2017,"PXD005968","SEC1000_E3026","LFQ","Trypanosoma brucei","PT4651-156.raw"
"Crozier",2017,"PXD005968","SEC1000_E3026","LFQ","Trypanosoma brucei","PT4651-157.raw"
"Crozier",2017,"PXD005968","SEC1000_E3026","LFQ","Trypanosoma brucei","PT4651-158.raw"
